kNZPbzbXHRFQVnxnZ	0687330139	68	31	27	42	6597
MStZhIzNBxIhMhfqKliURS	1142882627	68	8	71	49	5050
PtEEsXmR	5560854787	2	32	12	15.3333	9796
DRMJkgKWAfPoqWRlFv	3347229878	28	39	7	24.6667	9268
OcBme	8197227659	97	67	34	66	1660
ncgSFwORnrklnSCStDWf	5577283735	11	29	44	28	8923
eZHZWibqyPwQObcfC	5923544362	63	87	48	66	1660
hIGGXCvoBjrjgrEI	3271365381	97	21	76	64.6667	1873
wZPuLHMc	4562154731	87	94	20	67	1526
LfQeLMPSz	3792594725	54	14	65	44.3333	6087
AMYIkAft	1546932261	65	54	83	67.3333	1477
FvGiA	1105462165	79	66	21	55.3333	3622
eavQSEWoihJxkD	7169943445	49	47	16	37.3333	7540
bbiXJUDpeOTfMSplRn	2727830218	60	55	71	62	2329
lxilFFlM	2309512935	55	8	24	29	8807
hiYmBiUH	1106634116	30	0	20	16.6667	9742
djYdQSCbuQQCxnq	1745821400	42	83	79	68	1379
UHzAjXdbaVsPMszQOQLvk	7345107453	58	16	24	32.6667	8344
cmqvTeoHvV	8450442914	3	90	14	35.6667	7851
wwyNroWrulmioSLtntFe	0982689074	48	72	98	72.6667	849
CGpJBgpilQTt	7084567820	12	40	55	35.6667	7851
RcmNwgPyvKLgOZMKjV	6562719035	97	62	98	85.6667	127
gmDkDGsjaBOEDlwCD	0660532325	26	92	75	64.3333	1916
zczhalcJpysfyf	9495407838	10	76	41	42.3333	6525
wmiyRCDSgQY	9486274273	64	20	49	44.3333	6087
PIbpqoZ	3538133341	20	32	69	40.3333	6952
eKMUZsKVetppvQByMBPMn	5164757531	20	84	87	63.6667	2039
XHJvgpHrc	8797041235	44	42	13	33	8279
tsuEZPSKEqmLcFlCtLXYAHD	4417791223	89	8	24	40.3333	6952
BIDeOwqLIbG	6893233580	90	52	24	55.3333	3622
dCHBPURTdZr	3555486747	45	59	25	43	6369
tMAfwjkywaViJqGsizyDNF	6948507370	97	11	84	64	1980
UvVMCSMGzLRSoOcAq	1023570379	52	48	12	37.3333	7540
xhWEsfcGBkLhImD	0129126044	81	25	94	66.6667	1570
RFHjxUsGHErdsUQmokUBk	3362733557	43	18	72	44.3333	6087
nDGfomBOEvuSlXVBtpzsa	4219199797	33	26	24	27.6667	8962
sLvCHi	6322296933	77	97	60	78	438
cSzioAeSsEDXA	9644602299	82	35	75	64	1980
ZDuzfvXJGaw	0153425911	98	87	11	65.3333	1761
XlJrVgePpTlapeeCpzXUIPHj	4497664344	88	26	57	57	3255
HzAhhjMOIuMqNTDDya	7894615027	58	99	94	83.6667	190
HLwuVonQQiMM	2385836194	12	69	5	28.6667	8849
oFqjdPxSHeiVULS	3285012963	19	66	81	55.3333	3622
vZSyXplIHwSogkE	4763614041	31	70	29	43.3333	6295
QwzRE	3681882385	43	18	38	33	8279
ZSmpQLgIGMyIKEvzdsQqulJo	9628796585	77	48	68	64.3333	1916
aeilditjCXmvfkzhkTQeGvXO	9988092886	62	65	50	59	2856
mjEmIrwWGTeKbaukEcE	9733511710	7	75	11	31	8568
GLLpPNnMnbC	6408359703	50	51	92	64.3333	1916
UBlHHFFezvCugmhmoWGGwp	4683252599	62	13	53	42.6667	6453
kREdmITIm	7999055614	23	14	83	40	7024
OwmnpPKTyCYzrAzzLFMi	1206664129	78	29	98	68.3333	1326
ZxhUcgLLxf	9220281364	99	33	18	50	4860
wFQRqxvPphXZxdMDcbiplZd	5509625235	89	95	6	63.3333	2091
tVwjYcfPrSCZdnq	5614545341	4	90	15	36.3333	7738
RtemrIRPqHgUh	3943016460	4	25	66	31.6667	8485
orbFjdvgwVNcmnhmluN	1726722812	84	12	33	43	6369
OznDiYwQSvMmjgDWkiJdDq	6209020455	14	85	27	42	6597
pTpubkaLCnQynteQpeMbS	2627566024	3	32	11	15.3333	9796
sfcwL	2892371786	42	95	42	59.6667	2726
QDtJTFFyFa	0267057808	31	59	85	58.3333	2988
uAZkB	4044547064	78	58	2	46	5729
uouNkvlyOhHMMW	2001131946	32	17	32	27	9044
YasBKoLHsUatDAnAnES	4986124096	46	32	83	53.6667	3974
uXHdTrBlmLKRlvROj	2494028363	52	99	85	78.6667	409
zslHHKHiwQaYHWtWAXeEPwi	4777939573	84	62	73	73	811
tJUgzBDRRBbeAyWXR	7550326938	12	58	9	26.3333	9111
cUqHcKSkM	1044180051	76	46	48	56.6667	3329
EOyIUlWmPuApoXIhnnkMoMyW	5623417908	76	90	43	69.6667	1166
OPNuHyNfnys	5525714401	82	32	72	62	2329
QjTZfyGeOFqeGkemcmNJsf	7003996319	61	47	2	36.6667	7680
WdnAaUlcAyTUzZrnh	8358740228	71	37	67	58.3333	2988
auDbpfuM	9299652568	18	34	58	36.6667	7680
HoLgYNRTGd	3132711552	18	22	52	30.6667	8599
JjZHeukf	8763733854	41	92	33	55.3333	3622
TOiKUNEP	2920906573	15	28	64	35.6667	7851
pVkEwmld	3223476297	54	33	68	51.6667	4467
HGECaGoPMbCHOgyWXefSmI	2247866646	99	81	18	66	1660
dZKBeyyAgVbmlSNgvw	9620825305	65	42	40	49	5050
fJMbDxAbenQQPfFd	5887946743	15	26	68	36.3333	7738
GvrVXCG	6095101962	8	67	32	35.6667	7851
KMtjuVHWkZBfiEpdvpsj	7844878537	92	72	82	82	251
dCVDfcvkEhYM	6229516714	27	75	30	44	6161
RJSvtGoBtBYrxQxywZs	5404000682	84	49	0	44.3333	6087
InuorIkOIBosDNjfvDlSE	5400001922	86	78	11	58.3333	2988
dFniig	3711192096	92	72	33	65.6667	1709
FCnXpXv	7219399881	48	81	75	68	1379
FoHtKiGMsQnMS	4320619818	44	25	68	45.6667	5820
AINFGPnKug	7259682319	12	19	97	42.6667	6453
vbUrvbVy	6240455354	88	20	91	66.3333	1609
xOIdBTCHu	3930302538	82	31	94	69	1250
dYCThJT	4750020948	47	92	79	72.6667	849
tskhUkGzEPEtPSHjqvTKb	9178061679	12	77	15	34.6667	8015
lOpRweHBsIiYRSzppEoN	2653008204	37	43	66	48.6667	5123
TIyQcXNXh	0546926320	12	81	19	37.3333	7540
HmkedO	9988249166	24	36	74	44.6667	6015
nnRLemav	1360953624	59	33	82	58	3052
MTkGvoymtfz	1647034072	70	28	87	61.6667	2381
JPpCgsbXrVeNlrSNonXUTE	3932510307	43	76	44	54.3333	3825
mjjQJtbJoiaTath	4447462908	50	27	92	56.3333	3416
RwlYNPLtCrds	8746565816	72	49	77	66	1660
ELVTwaYgGabeHwDELydFlFKm	0652679699	63	9	23	31.6667	8485
JTZqHWOFFu	3123350573	41	27	67	45	5948
FidAKyJI	5408344547	16	37	75	42.6667	6453
VHVALWRpYdqghjmWv	4961956757	16	6	86	36	7796
NSHCDHfUCImGyIkxJQF	7672124495	3	7	16	8.66667	9964
deEoLClyoUKkS	7515116678	59	45	19	41	6801
EJQKmNukh	7302541718	67	27	80	58	3052
JMRBZv	2160016402	77	27	73	59	2856
RkIEAycTyQ	9295035510	34	88	54	58.6667	2925
PamyXElIfRo	8750955447	76	93	71	80	347
KIELVolijBsWFuOg	2948286882	0	8	2	3.33333	9999
KyesYogmlOEYaPLJ	5143192962	49	13	29	30.3333	8661
UBAuUOkphxOG	3087354544	75	48	74	65.6667	1709
bNkaGSuNzLJ	7195483599	48	94	76	72.6667	849
wjlOjytWMkCoYZjtK	3665281414	23	82	47	50.6667	4706
sIBiPoqTbDMFX	9476595721	83	91	19	64.3333	1916
KzvIdDAEhnCMgOqFUUdF	5684032798	31	87	28	48.6667	5123
HoQChkWfdsl	5579919482	58	11	99	56	3483
SdMgToOn	1991906711	62	51	14	42.3333	6525
DDdEFYKDuAKxrAR	8198769724	75	15	54	48	5293
TfnmVM	1125843749	21	63	26	36.6667	7680
gYbbGYxBQdSvGpMteXYiTK	0643159616	2	72	84	52.6667	4214
Ynfoq	0811231507	30	38	83	50.3333	4789
hDNROJEaelXOHKgxR	3875854584	91	0	76	55.6667	3566
hkyVZWdzc	0211732596	79	88	89	85.3333	137
vJddoMLRZTQw	7307884605	40	6	17	21	9516
lzYzAnTyFibqRocfgjWHoQp	0514447541	24	75	78	59	2856
kHBsIrQxVfmZkjLIMAZRIDV	0230589664	43	30	72	48.3333	5210
PtqFMgzHdAyXhCeDaIngxJ	4492634658	61	84	48	64.3333	1916
cWZnFXNSPPPqQaWioAeqnoQP	3086877658	82	42	58	60.6667	2538
lTSQHaAsJarDM	1673691635	28	36	41	35	7959
BtLmuUHDCiHI	4828378245	79	17	69	55	3697
nOkgGjLgsLQqelYkjnh	1993280526	30	43	27	33.3333	8238
QZBcoRQpG	1268563754	61	51	53	55	3697
KaWunPphmNTxLYbUOAnoawC	3429373505	20	39	98	52.3333	4307
EQRvoT	1263124110	88	97	71	85.3333	137
LWxcpIhgLkFpsBKZp	2485147939	87	17	12	38.6667	7294
jGYhPDfbugzXOPDeyN	9493281904	74	36	19	43	6369
oHrZIQUBgcq	2154096542	87	14	38	46.3333	5655
vWxFKQgXv	7458803393	22	28	53	34.3333	8062
ONeHhsRbMxnKxgQyqTMTYSO	5958351796	24	44	71	46.3333	5655
mRVOymOLECmgfAUbFUtluZMr	6290049840	50	19	36	35	7959
WkAPb	7179162566	90	31	94	71.6667	963
SENIUNlRIqNtklzMimCLd	2819384924	20	70	33	41	6801
YLdindoLACjEfPpWz	3050897883	91	85	16	64	1980
cdNwRLxEjxvpNFLAWx	3378684844	88	2	2	30.6667	8599
ajYUcMAzqxIXuJ	3027707056	97	5	70	57.3333	3192
ThZOolEqPlX	4448241305	25	51	52	42.6667	6453
UfdZvtYUTGFDxvTBK	9192985777	41	30	95	55.3333	3622
OQNHV	3357589745	39	33	39	37	7600
aCAdoMQsJewq	2297456868	22	57	7	28.6667	8849
kcDVvuqiUN	7538612057	23	35	33	30.3333	8661
WzsjpHLnETaElxAkJ	2710851244	5	75	90	56.6667	3329
ACWLQfc	6419680978	90	10	13	37.6667	7477
bGrmZJnTLmdMrBhaxRQzI	1020684646	11	16	45	24	9321
sTNTVAvOXoguPUZxUWSzc	2878506065	87	85	95	89	46
ffGaHPG	5812398292	92	49	40	60.3333	2607
eCpqLTjOrpfaPdWlrYLf	4433506540	84	1	78	54.3333	3825
HontaKUtWOVVOjbgrjQFoZg	4355429914	44	13	50	35.6667	7851
wkhtkhcNOfbVuLSE	2023612056	30	32	20	27.3333	9005
IHmVIvHpPYHQ	6543879771	24	8	25	19	9634
vZCPRNZsk	4179143632	29	54	11	31.3333	8529
tSwaXqBVxPTJKsRPE	8893065029	75	54	72	67	1526
pMJfsRhwS	5820844568	97	58	21	58.6667	2925
SeGSFq	2092231881	30	52	12	31.3333	8529
DWACQxQjYLjILfI	8794333629	20	15	52	29	8807
FFThoihVptasyOj	4444171176	4	74	16	31.3333	8529
eJXAbLZHWLvYTUjh	7520925550	86	29	26	47	5519
BmRVHxrj	4408355008	33	73	79	61.6667	2381
HxzumljUUcH	4008782597	9	49	94	50.6667	4706
QXWQGPUFHfUYniPDeFiyW	0975205174	57	23	23	34.3333	8062
rNPQMtgxM	0490560886	79	30	44	51	4617
ZvuumrdwPDobs	0852437187	14	71	5	30	8694
ytSqANVbprAS	5810427111	7	96	26	43	6369
etHManUsoCZ	4401576153	55	69	98	74	728
VRuJlYUIhiXUgIKRxOjG	9400556565	8	4	55	22.3333	9423
IeKxtVmuZZa	8210656677	86	0	91	59	2856
fSrZaeEbDzGadwNRtO	4517206779	91	42	64	65.6667	1709
lLjiU	2719048889	24	91	95	70	1127
oMbGPpuSXsmY	0860386597	97	26	82	68.3333	1326
XpwWgtd	2337229008	58	46	8	37.3333	7540
XzUYRn	9999975222	31	50	9	30	8694
jaCFeKaBfnpPXEhiqz	0671969349	28	56	65	49.6667	4925
hxtnlgARdU	6948115238	44	62	93	66.3333	1609
lKOgTrYrHxNeWDaSGMSl	4508242303	67	96	47	70	1127
cgsJNrgjoXPXwIa	3566652932	9	31	56	32	8442
iQsesEUs	5735719430	76	58	42	58.6667	2925
OcyFme	5161466623	34	36	33	34.3333	8062
qqQQPi	1563862349	42	63	99	68	1379
BQnpvUWJcvxh	7684615732	63	26	44	44.3333	6087
EYzEQWuguI	0698900485	40	31	56	42.3333	6525
hDRuuuqZYtcDPKIf	2356043173	66	24	96	62	2329
lRDFPdkEsfIEjs	5571651265	61	19	35	38.3333	7346
UTdaqczNaJXaHsLXFnY	5235009861	53	20	31	34.6667	8015
ObkszfKA	2315352288	27	68	23	39.3333	7150
TFJkygEQrsjNgjC	5819245775	46	90	97	77.6667	458
DlVDkYvXET	1947524342	79	71	97	82.3333	231
wVPWNDNRjAZEtMHPwROIS	9910787012	93	89	56	79.3333	377
revCRwOFnXRqssJLuX	4458697765	47	45	29	40.3333	6952
TkqTNUwLBzUNgWEiyS	6456504546	40	24	28	30.6667	8599
zUsfTaxFFWzVZmNf	8199971352	11	37	8	18.6667	9654
tqQocmeXFE	3978130532	22	83	94	66.3333	1609
lzyHLMGasoDHg	7748553824	90	60	83	77.6667	458
BDuxevSfUTifNzvX	7502081278	1	87	7	31.6667	8485
aPyKZIBVRhSN	9821392589	6	44	78	42.6667	6453
cXVtyJYeGXAGfibZphLDw	2943972904	29	75	68	57.3333	3192
zMdBYiVdppkpkMKEsoj	6857986397	80	97	77	84.6667	162
FQeuhaQCpjtG	3619323349	56	14	52	40.6667	6873
VnlpUj	6392505020	25	45	38	36	7796
NTgUjaBIWhE	8232256718	92	65	22	59.6667	2726
uQhqXWCSPMW	1835905985	72	3	10	28.3333	8885
zyxnDYyMuuIZOD	6380780800	51	11	79	47	5519
inRCWvXMuVnaFxcXcihFUSQ	3198172124	87	67	49	67.6667	1426
hCVRc	8280783744	99	28	89	72	915
WKzqmSUqWXjhKDD	8897662718	76	94	21	63.6667	2039
sDlgDItTOrOh	2260532008	7	90	40	45.6667	5820
vTfubmmrMrBfdqNpkgWEKUv	0380670066	8	82	72	54	3894
nUCmVWBFUZqJBL	1034013530	30	64	23	39	7227
NkWypWjyeTD	0599127939	0	9	44	17.6667	9699
qsrYWDoOnC	3640750492	50	17	1	22.6667	9402
qcahia	6509185053	1	3	70	24.6667	9268
ifsvZiejWpfovYfPHpt	5408129753	63	37	21	40.3333	6952
BRkoBrFynwXnYYcUOLTwRvKB	5942744099	5	37	59	33.6667	8185
pEUKntMjrfVqkcImOI	9117529088	48	92	86	75.3333	622
rIiFPBE	0853194601	6	80	46	44	6161
YIZVziRFnAs	5754318168	26	73	31	43.3333	6295
NtdhwlmAxLTKrbEDoujRNBg	8994702096	35	7	80	40.6667	6873
qqehFxvmkbBGAbEAWWPceg	7196150945	52	74	85	70.3333	1093
BCgWbEqTOYg	4552773233	88	5	14	35.6667	7851
rkAtmPRch	8253396442	52	63	97	70.6667	1061
aSWjEcLLLGdqbL	7065836902	70	45	17	44	6161
yyWbHbMxVYHsGSuXKWb	5951696964	98	99	76	91	24
JwWrfYPPZAHNjvfnnPAtELV	7022280284	8	46	13	22.3333	9423
gpDekwYQnb	2352211222	60	30	98	62.6667	2221
VXNusjIFvVQJY	6369188056	54	97	39	63.3333	2091
CWGHMwWkQwKrI	4642808585	41	30	29	33.3333	8238
gYLuqFvOvEbLUyYcRK	6522165244	80	44	26	50	4860
lcHvjEbzzNbt	7306529614	86	31	73	63.3333	2091
pZfXebq	8507232305	45	91	36	57.3333	3192
uQUEXjebsgLCApSk	3880536897	81	92	83	85.3333	137
rwHXOIhxxtumNneym	6510009992	63	58	85	68.6667	1292
eTmYGTNyMKtwfvxNVwTJqLYY	4004617302	34	20	85	46.3333	5655
UObeXtho	4586897650	95	71	67	77.6667	458
PhMihnRjRdGDesUEaAoZKwW	8267537341	23	94	78	65	1817
UBklCkWwAzSKGStuD	8746211613	71	99	12	60.6667	2538
xjmDTEF	2291804794	17	80	37	44.6667	6015
inGmojyIPU	8258615672	29	72	67	56	3483
nfbMouwgBR	5042131198	10	41	1	17.3333	9713
pEPWgCEcsYlFzTlnNfmeJbVu	2164231034	10	51	31	30.6667	8599
yHcWyyHbxsDLJB	4262024548	45	55	19	39.6667	7092
UwofYnWfXAGpXxf	0921222640	47	74	61	60.6667	2538
NiJkUKAjLutvbAm	3746118817	92	45	53	63.3333	2091
UAMRHjWjnG	0145195854	64	46	38	49.3333	4984
XmlkRmazVnSlKoUnxC	4581725670	46	69	43	52.6667	4214
mOLcXdsE	8967728457	98	56	56	70	1127
VTybYTLFcomKNQgrgZtwAeSl	3857054317	31	35	75	47	5519
APoQPvTleaBmtQhUvKtpl	8321847814	99	87	6	64	1980
OUqEZxexOpIwppqPh	6244076281	93	50	55	66	1660
PDzBdDtnNifUugZnILFqA	0076885250	91	76	3	56.6667	3329
KctHBEDsjgVUeuNhS	0378467035	97	86	94	92.3333	12
gqzpAC	3216718441	51	32	11	31.3333	8529
uLdHkMQmYfStRN	2099395865	53	95	34	60.6667	2538
iApUZQcwUrJreYLVBbVi	2163035437	41	5	19	21.6667	9480
oKUYViNlad	2705823733	43	84	89	72	915
gACbQ	7744652779	98	82	66	82	251
nZIjsxlAJrLOonTtEEkYt	5716715627	50	63	41	51.3333	4544
nIVURKRAcfoaXlEC	6040211067	9	91	90	63.3333	2091
jsCguOnYImTcj	2474886479	78	3	60	47	5519
olxImAFNzrqbWe	5990748880	68	74	71	71	1027
yvVtVDEjEelELZZbCROb	8086256883	96	45	96	79	398
XLwrGmepcVsiyVuKYPRyhjTH	1433526701	25	63	66	51.3333	4544
WLzRdwDYninj	3596847587	20	71	84	58.3333	2988
nAnRBHGKkkqcXx	9254360863	36	98	91	75	645
YVoCoNYBFib	8324556178	75	16	46	45.6667	5820
tITCrBgEotI	4839438118	81	94	72	82.3333	231
zCRATUmDurfHDMyk	2685951864	22	45	66	44.3333	6087
rmvqfPrB	2456414844	90	59	75	74.6667	673
wZWAQXibxmdX	2600717404	41	6	96	47.6667	5373
fJjBYcwkcYpNIuRw	4971710265	97	8	17	40.6667	6873
TVoDnfV	8623112266	22	50	47	39.6667	7092
XsSNmejwaV	3681738641	23	86	13	40.6667	6873
xJzuxTPQGpHyHN	2034593700	60	8	45	37.6667	7477
nCoMYIgPIiSVyIZnLh	5314247110	69	26	94	63	2158
OLUSOUVOGCGmHjtABYw	6003681104	81	86	70	79	398
fSTYrRLbPmqzlIUNj	4934009378	50	55	80	61.6667	2381
JgceBE	3102028587	1	91	71	54.3333	3825
bukWnBgGgJKntIVJzfLSSJa	5179516899	18	42	8	22.6667	9402
XSubfKoVjuVruUigsVxmlCFz	6045157782	2	0	22	8	9969
pDlmqeeAcptwU	8159619608	77	41	4	40.6667	6873
qXLIX	6383019904	63	93	64	73.3333	787
rJWsbTg	8639468097	31	81	9	40.3333	6952
MalAW	2852005309	75	1	96	57.3333	3192
IVATY	6891661570	74	53	96	74.3333	698
fHlDteVrclISaCkPqWBCvQdF	8497906868	77	87	4	56	3483
DYbRzLVAITXgcVmeAuiJof	2108179335	49	7	25	27	9044
LgNRAjvoDoLtB	7742598390	78	96	62	78.6667	409
DztRsgDNgsLneZ	0473902854	54	75	59	62.6667	2221
iiMkpApyc	0223345001	63	6	46	38.3333	7346
ZSPFzipwIKsIMXBPt	4371615496	56	2	29	29	8807
qLAejPpHRwNINpkcS	0850685536	54	47	22	41	6801
WwCaKiujUOiKfxEMhs	4693732176	74	60	62	65.3333	1761
rkXEXpV	9383563263	82	43	94	73	811
RmVDNM	8424854940	18	9	24	17	9723
BhTnCetpWhKHgAaphUQCIxgp	1710724465	87	64	22	57.6667	3122
ClFMnpvGSrYeMYcNQIe	3236783691	60	24	86	56.6667	3329
tbDlBCsDVLqjLgX	1511555249	70	42	92	68	1379
ETfuAzVfylXmAHdcoTVDuf	7892175023	29	35	17	27	9044
oFDaONpDXtXxwZNTeLU	9839969058	46	51	38	45	5948
ThzMwISdtZaAWaUDgyi	7221207751	20	57	24	33.6667	8185
rARlDmdwEHIA	2597503971	92	47	29	56	3483
cJOirWngaCcoqZH	0238054972	48	36	54	46	5729
eSxlEHiTSpyBYIZNMANtrI	7976275579	67	6	57	43.3333	6295
ARrgZQlGapfpEOMNUFsRKw	4712341387	58	49	60	55.6667	3566
uSYPhR	2367233113	40	7	22	23	9381
zaWKHSDK	0410903432	10	68	47	41.6667	6665
ZUYYsUAYyoQdjI	6919054772	49	35	86	56.6667	3329
zPIMyoAxCVuMXNOjnKrwl	9083679200	51	70	86	69	1250
wuFQcLUWhjMlmkxjoBPfcJ	2769623028	94	46	56	65.3333	1761
gzjyqtrKQzuVozOjhWqgDdIq	4664662394	12	85	60	52.3333	4307
SmeNvasxc	0795809960	33	63	30	42	6597
qIVoetiILnnMFZfJqJjzCYQn	1161198301	95	61	84	80	347
teDNfbDkDVPKFtphd	8657047228	24	78	53	51.6667	4467
ZwdgxAh	8325718867	54	97	70	73.6667	760
nHkToKHZpNnuP	1906232810	83	42	91	72	915
CcgNQwkGSEQfAtBUdRYOo	4501856912	84	96	13	64.3333	1916
UhcPCVRBweFTWAIHjINY	1548049251	91	58	59	69.3333	1211
IQPJFQ	8549678917	2	84	84	56.6667	3329
sodEFcmkVLZ	4464163294	72	9	70	50.3333	4789
VGowYUhIVtnCowSU	9344150010	9	84	7	33.3333	8238
wlBeFZiktmXA	2469498005	50	55	78	61	2480
AXVtaw	8211634159	32	0	11	14.3333	9837
FSrgKWt	3774958657	74	34	24	44	6161
xJUsfUlrieChTeK	8961114191	18	40	69	42.3333	6525
XAWNgAKvTaerKG	8807913465	18	66	70	51.3333	4544
gBgOTrsUGjHVYUQaHUT	6286733410	5	43	82	43.3333	6295
QXuibLXItJz	0218627964	24	98	58	60	2672
ELbwylLbyRsyyhdwUPCBVVMa	2922279586	46	68	76	63.3333	2091
hkdsOuCSUxoVShlP	9892384498	84	90	58	77.3333	476
nTAUwffhxTmlN	8747901883	48	27	6	27	9044
PWHIeRQ	9268681533	30	26	4	20	9585
xTKAhppREGPlbYKvarXtQXH	4702154539	97	62	74	77.6667	458
WqCUqKzQPfnfCswLpgojcCD	0894167875	8	73	97	59.3333	2786
gHjernUWVkkeOeuJPrtIn	5239232555	86	39	79	68	1379
RGgNcUVRghTovGnD	7091079408	33	39	64	45.3333	5894
KYMCdkLxLuEw	8276587730	78	36	96	70	1127
wphYetyJRYXiGInsv	5966433335	48	44	53	48.3333	5210
MDMEZsv	2933335672	96	28	24	49.3333	4984
PIjmoqCsgHedoVhKCypwQ	6346412585	95	54	21	56.6667	3329
hJigVDuOskIOdoccujSmDQ	7126506135	38	35	97	56.6667	3329
jSNACNVXdnlUVpHRzhQC	2233308440	99	87	9	65	1817
vsvnzIXYSgBQawRYTCsh	0496656713	1	41	3	15	9811
nHyZUVjyiCxwGbC	1011944051	17	92	18	42.3333	6525
DijbVNRKou	3712359479	59	84	90	77.6667	458
OBabD	0187316413	68	12	43	41	6801
iVdBGSnRwMyoptVP	3621842650	0	93	12	35	7959
QIGMEAZWyN	4606185314	60	59	44	54.3333	3825
TQREPjAXQtCoHcWjqZosbfSC	4353875506	44	12	37	31	8568
CCOKElpmNeJNpXJ	7419568177	66	45	46	52.3333	4307
qwQFrmvJfCgu	3428274923	56	26	80	54	3894
RHICDpCuIb	4427405711	39	83	52	58	3052
qWSubeEAE	2749622662	93	25	22	46.6667	5588
PAUZlQ	2561268707	99	35	47	60.3333	2607
whgZMkGgHOi	5073544269	52	81	20	51	4617
wUMAuT	1782077499	84	93	5	60.6667	2538
WGuRMEDCtpAKgZwVffnW	8571169707	34	36	46	38.6667	7294
XKmIPSxEn	0448088452	87	21	15	41	6801
OmydJk	7251700250	99	99	65	87.6667	73
jczwQgqnztCcjHCUgknNlC	4520835060	71	50	57	59.3333	2786
MiqmJtNXWjLQrAjxDivvCfo	1815461029	34	12	86	44	6161
GZswDEEXG	5750373773	92	32	99	74.3333	698
LXMDq	4989623833	37	82	38	52.3333	4307
gmccQMDOUKCuK	9874183157	49	92	37	59.3333	2786
rHjSulFIOWpAV	7985178684	65	91	54	70	1127
KhDdNHSwepVnDvsWuWFCKPMl	7220804915	6	63	1	23.3333	9353
dibdGvcr	3201832924	42	70	79	63.6667	2039
PzZJHoLxNEEhMMIFLjABW	4722313297	99	8	75	60.6667	2538
FmrNneSBvDpzWodK	5363358912	99	87	36	74	728
OBbnt	5642584094	78	2	39	39.6667	7092
QDYRXKpGUSnoMDWIyPQyWZF	6276511988	22	5	86	37.6667	7477
IYybTkKIdEzxI	8215543978	72	26	63	53.6667	3974
IbpMCV	3856870443	6	18	94	39.3333	7150
vvdHqBOwsvxkSzZuxPQYu	1951095939	79	65	69	71	1027
LeaUIoxekxctmrWWWXWjgR	9855384868	70	68	86	74.6667	673
RVkoQU	4835587693	16	0	99	38.3333	7346
NgMeHeFdshXxISr	1335170628	7	98	4	36.3333	7738
gEvjWE	0856785724	99	7	87	64.3333	1916
kZmNEhvdo	1116600114	42	47	87	58.6667	2925
